,license,file_name,coco_url,height,width,date_captured,flickr_url,id
23,4,000000524325.jpg,http://images.cocodataset.org/train2017/000000524325.jpg,375,500,2013-11-22 18:43:21,http://farm3.staticflickr.com/2061/2387819502_abd860f6fb_z.jpg,524325
24,3,000000000036.jpg,http://images.cocodataset.org/train2017/000000000036.jpg,640,481,2013-11-18 06:56:10,http://farm8.staticflickr.com/7216/7200825264_af0f941e1a_z.jpg,36
25,3,000000131115.jpg,http://images.cocodataset.org/train2017/000000131115.jpg,428,640,2013-11-23 01:12:15,http://farm7.staticflickr.com/6128/6014748203_f8b4869379_z.jpg,131115
26,1,000000524333.jpg,http://images.cocodataset.org/train2017/000000524333.jpg,480,640,2013-11-25 14:29:14,http://farm8.staticflickr.com/7346/9558122204_b956ce9c0c_z.jpg,524333
27,1,000000262191.jpg,http://images.cocodataset.org/train2017/000000262191.jpg,375,500,2013-11-24 21:04:46,http://farm3.staticflickr.com/2646/3725982027_aee959171b_z.jpg,262191
28,2,000000000049.jpg,http://images.cocodataset.org/train2017/000000000049.jpg,500,381,2013-11-14 20:00:23,http://farm4.staticflickr.com/3250/2883102207_bcba5527a7_z.jpg,49
29,1,000000524338.jpg,http://images.cocodataset.org/train2017/000000524338.jpg,480,640,2013-11-17 11:29:07,http://farm4.staticflickr.com/3383/3507659926_3933fc056f_z.jpg,524338
30,4,000000393267.jpg,http://images.cocodataset.org/train2017/000000393267.jpg,640,425,2013-11-25 20:40:17,http://farm4.staticflickr.com/3154/2973532161_d07d1deb24_z.jpg,393267
31,3,000000393268.jpg,http://images.cocodataset.org/train2017/000000393268.jpg,480,640,2013-11-21 19:51:33,http://farm3.staticflickr.com/2249/2238886225_0c5fee68b4_z.jpg,393268
32,3,000000262197.jpg,http://images.cocodataset.org/train2017/000000262197.jpg,428,640,2013-11-24 01:12:40,http://farm2.staticflickr.com/1085/739335222_ba38e974fb_z.jpg,262197
33,3,000000393271.jpg,http://images.cocodataset.org/train2017/000000393271.jpg,480,640,2013-11-20 09:02:11,http://farm4.staticflickr.com/3323/3247299447_4e9ccdde7a_z.jpg,393271
34,3,000000262200.jpg,http://images.cocodataset.org/train2017/000000262200.jpg,612,612,2013-11-20 20:09:37,http://farm4.staticflickr.com/3834/9221637014_53a3b42ab3_z.jpg,262200
35,1,000000131127.jpg,http://images.cocodataset.org/train2017/000000131127.jpg,427,640,2013-11-19 19:47:04,http://farm5.staticflickr.com/4090/5006987420_8f4470d4b0_z.jpg,131127
36,1,000000000061.jpg,http://images.cocodataset.org/train2017/000000000061.jpg,488,640,2013-11-18 04:08:26,http://farm4.staticflickr.com/3739/8999568023_fd8a9f3cb9_z.jpg,61
37,3,000000262207.jpg,http://images.cocodataset.org/train2017/000000262207.jpg,480,640,2013-11-22 00:00:32,http://farm5.staticflickr.com/4083/4983464715_ef6fcb0499_z.jpg,262207
38,6,000000393284.jpg,http://images.cocodataset.org/train2017/000000393284.jpg,640,427,2013-11-20 09:18:57,http://farm5.staticflickr.com/4093/4872033447_176d7158a6_z.jpg,393284
39,2,000000000074.jpg,http://images.cocodataset.org/train2017/000000000074.jpg,426,640,2013-11-15 03:08:44,http://farm5.staticflickr.com/4087/5078192399_aaefdb5074_z.jpg,74
40,1,000000393290.jpg,http://images.cocodataset.org/train2017/000000393290.jpg,640,480,2013-11-21 02:33:51,http://farm9.staticflickr.com/8011/7546421150_3a6c0ba520_z.jpg,393290
41,1,000000262221.jpg,http://images.cocodataset.org/train2017/000000262221.jpg,640,480,2013-11-21 03:55:41,http://farm7.staticflickr.com/6218/6245924995_6190a6b4ce_z.jpg,262221
42,1,000000524366.jpg,http://images.cocodataset.org/train2017/000000524366.jpg,427,640,2013-11-15 14:27:47,http://farm4.staticflickr.com/3294/2462893169_72e2ab7eb0_z.jpg,524366
43,6,000000000077.jpg,http://images.cocodataset.org/train2017/000000000077.jpg,375,500,2013-11-19 23:51:06,http://farm2.staticflickr.com/1016/1479150702_48bdd9bae8_z.jpg,77
44,1,000000131152.jpg,http://images.cocodataset.org/train2017/000000131152.jpg,428,640,2013-11-20 21:36:04,http://farm8.staticflickr.com/7233/7191232988_91df6605d8_z.jpg,131152
45,1,000000524373.jpg,http://images.cocodataset.org/train2017/000000524373.jpg,480,640,2013-11-16 13:41:33,http://farm1.staticflickr.com/104/250737450_828ed757cf_z.jpg,524373
46,3,000000262229.jpg,http://images.cocodataset.org/train2017/000000262229.jpg,425,640,2013-11-20 21:39:24,http://farm9.staticflickr.com/8310/7964956622_49225c5757_z.jpg,262229
47,7,000000000086.jpg,http://images.cocodataset.org/train2017/000000000086.jpg,640,512,2013-11-15 12:57:30,http://farm3.staticflickr.com/2873/9157275815_5190e5aa78_z.jpg,86
48,4,000000524375.jpg,http://images.cocodataset.org/train2017/000000524375.jpg,480,640,2013-11-16 20:11:21,http://farm6.staticflickr.com/5526/9480254041_2064328fdc_z.jpg,524375
49,2,000000393306.jpg,http://images.cocodataset.org/train2017/000000393306.jpg,427,640,2013-11-24 19:00:26,http://farm6.staticflickr.com/5150/5661906805_3615360d00_z.jpg,393306
50,4,000000262235.jpg,http://images.cocodataset.org/train2017/000000262235.jpg,640,480,2013-11-24 09:46:00,http://farm1.staticflickr.com/15/21730223_66fc69407d_z.jpg,262235
51,4,000000262238.jpg,http://images.cocodataset.org/train2017/000000262238.jpg,411,640,2013-11-20 05:44:04,http://farm2.staticflickr.com/1370/4724029861_0639a1631e_z.jpg,262238
52,4,000000262239.jpg,http://images.cocodataset.org/train2017/000000262239.jpg,426,640,2013-11-14 16:41:17,http://farm8.staticflickr.com/7016/6539681363_66ea925831_z.jpg,262239
53,3,000000262242.jpg,http://images.cocodataset.org/train2017/000000262242.jpg,214,322,2013-11-23 03:05:37,http://farm4.staticflickr.com/3509/3725283938_57303d748c_z.jpg,262242
54,4,000000131172.jpg,http://images.cocodataset.org/train2017/000000131172.jpg,469,640,2013-11-24 06:09:23,http://farm7.staticflickr.com/6148/5931603973_b0e3c9cef0_z.jpg,131172
55,6,000000393317.jpg,http://images.cocodataset.org/train2017/000000393317.jpg,344,640,2013-11-16 15:55:15,http://farm5.staticflickr.com/4117/4861441424_5444d27e56_z.jpg,393317
56,3,000000131174.jpg,http://images.cocodataset.org/train2017/000000131174.jpg,551,640,2013-11-16 02:12:12,http://farm8.staticflickr.com/7009/6842022401_c99f7e22ae_z.jpg,131174
57,1,000000000109.jpg,http://images.cocodataset.org/train2017/000000000109.jpg,416,640,2013-11-22 08:45:41,http://farm8.staticflickr.com/7310/8716244332_8c77779378_z.jpg,109
58,3,000000000110.jpg,http://images.cocodataset.org/train2017/000000000110.jpg,480,640,2013-11-21 01:44:55,http://farm9.staticflickr.com/8526/8499207261_fa918b4036_z.jpg,110
59,3,000000524401.jpg,http://images.cocodataset.org/train2017/000000524401.jpg,427,640,2013-11-22 21:18:38,http://farm4.staticflickr.com/3527/3714366780_ebf3c1f74a_z.jpg,524401
60,2,000000000113.jpg,http://images.cocodataset.org/train2017/000000000113.jpg,640,416,2013-11-15 18:15:09,http://farm8.staticflickr.com/7068/6809404644_28dee247c9_z.jpg,113
61,2,000000262260.jpg,http://images.cocodataset.org/train2017/000000262260.jpg,427,640,2013-11-16 14:22:56,http://farm3.staticflickr.com/2554/3930333165_2c090fcf8e_z.jpg,262260
62,4,000000393333.jpg,http://images.cocodataset.org/train2017/000000393333.jpg,387,640,2013-11-20 12:14:38,http://farm9.staticflickr.com/8208/8206167481_a38217a634_z.jpg,393333
63,1,000000131197.jpg,http://images.cocodataset.org/train2017/000000131197.jpg,480,640,2013-11-17 03:44:11,http://farm4.staticflickr.com/3183/4559000032_53b6a52170_z.jpg,131197
64,4,000000000127.jpg,http://images.cocodataset.org/train2017/000000000127.jpg,481,640,2013-11-17 06:02:18,http://farm9.staticflickr.com/8454/8033724167_5fe4b14a99_z.jpg,127
65,1,000000262273.jpg,http://images.cocodataset.org/train2017/000000262273.jpg,640,480,2013-11-19 19:29:39,http://farm5.staticflickr.com/4024/4270255258_2bd3deafbd_z.jpg,262273
66,5,000000262274.jpg,http://images.cocodataset.org/train2017/000000262274.jpg,480,640,2013-11-20 18:54:49,http://farm8.staticflickr.com/7252/7520392286_75b38f53a4_z.jpg,262274
67,3,000000262275.jpg,http://images.cocodataset.org/train2017/000000262275.jpg,512,640,2013-11-19 00:48:16,http://farm8.staticflickr.com/7378/9471591812_541c4313f1_z.jpg,262275
68,1,000000524420.jpg,http://images.cocodataset.org/train2017/000000524420.jpg,465,640,2013-11-18 08:55:27,http://farm9.staticflickr.com/8031/7889908522_ddda4bc57b_z.jpg,524420
69,1,000000000136.jpg,http://images.cocodataset.org/train2017/000000000136.jpg,374,500,2013-11-17 01:42:35,http://farm1.staticflickr.com/90/206826531_339a965783_z.jpg,136
70,1,000000131208.jpg,http://images.cocodataset.org/train2017/000000131208.jpg,425,640,2013-11-20 20:36:14,http://farm8.staticflickr.com/7111/7622402664_871a2c0be0_z.jpg,131208
71,2,000000131211.jpg,http://images.cocodataset.org/train2017/000000131211.jpg,427,640,2013-11-18 03:45:55,http://farm7.staticflickr.com/6085/6068805183_b685bf1e55_z.jpg,131211
72,1,000000524428.jpg,http://images.cocodataset.org/train2017/000000524428.jpg,640,362,2013-11-21 01:28:18,http://farm6.staticflickr.com/5523/9135359031_c11f28c1e9_z.jpg,524428
73,2,000000262286.jpg,http://images.cocodataset.org/train2017/000000262286.jpg,500,350,2013-11-18 12:18:23,http://farm1.staticflickr.com/206/502665947_718b961ff2_z.jpg,262286
74,3,000000524431.jpg,http://images.cocodataset.org/train2017/000000524431.jpg,480,640,2013-11-19 02:03:32,http://farm4.staticflickr.com/3745/8950761793_882cb35907_z.jpg,524431
75,5,000000131215.jpg,http://images.cocodataset.org/train2017/000000131215.jpg,424,640,2013-11-15 23:00:56,http://farm3.staticflickr.com/2282/1521558962_8f074f46bd_z.jpg,131215
76,3,000000524436.jpg,http://images.cocodataset.org/train2017/000000524436.jpg,424,640,2013-11-16 12:35:10,http://farm8.staticflickr.com/7213/6981041686_5914368e78_z.jpg,524436
77,2,000000000149.jpg,http://images.cocodataset.org/train2017/000000000149.jpg,428,640,2013-11-22 18:16:47,http://farm4.staticflickr.com/3167/2561521549_63018f209c_z.jpg,149
78,1,000000000151.jpg,http://images.cocodataset.org/train2017/000000000151.jpg,640,480,2013-11-17 08:53:07,http://farm3.staticflickr.com/2894/8920100000_ffa8ce09e9_z.jpg,151
79,1,000000131225.jpg,http://images.cocodataset.org/train2017/000000131225.jpg,480,640,2013-11-16 22:44:17,http://farm9.staticflickr.com/8535/8627658695_b219be2330_z.jpg,131225
80,1,000000262299.jpg,http://images.cocodataset.org/train2017/000000262299.jpg,360,640,2013-11-15 19:23:27,http://farm8.staticflickr.com/7127/7681892644_93d159b733_z.jpg,262299
81,3,000000393372.jpg,http://images.cocodataset.org/train2017/000000393372.jpg,640,480,2013-11-18 04:02:34,http://farm5.staticflickr.com/4117/4777896203_1ae18e00d5_z.jpg,393372
82,2,000000393375.jpg,http://images.cocodataset.org/train2017/000000393375.jpg,427,640,2013-11-24 05:17:25,http://farm5.staticflickr.com/4054/4407608435_f75160f786_z.jpg,393375
83,1,000000524450.jpg,http://images.cocodataset.org/train2017/000000524450.jpg,424,640,2013-11-16 23:58:20,http://farm9.staticflickr.com/8503/8346377604_dc90b43d11_z.jpg,524450
84,4,000000000165.jpg,http://images.cocodataset.org/train2017/000000000165.jpg,536,640,2013-11-18 01:30:37,http://farm8.staticflickr.com/7066/6886413159_2a3a514898_z.jpg,165
85,1,000000524453.jpg,http://images.cocodataset.org/train2017/000000524453.jpg,480,640,2013-11-18 11:18:55,http://farm1.staticflickr.com/152/402647559_6fa5227ffe_z.jpg,524453
86,6,000000393384.jpg,http://images.cocodataset.org/train2017/000000393384.jpg,428,640,2013-11-20 23:37:13,http://farm8.staticflickr.com/7181/6807608760_f8f3798abd_z.jpg,393384
87,5,000000524459.jpg,http://images.cocodataset.org/train2017/000000524459.jpg,427,640,2013-11-24 04:49:10,http://farm4.staticflickr.com/3424/3209007686_ede584d86f_z.jpg,524459
88,4,000000131245.jpg,http://images.cocodataset.org/train2017/000000131245.jpg,417,640,2013-11-14 21:08:10,http://farm5.staticflickr.com/4094/4924917735_62a9958d8a_z.jpg,131245
89,3,000000524467.jpg,http://images.cocodataset.org/train2017/000000524467.jpg,426,640,2013-11-21 05:43:13,http://farm2.staticflickr.com/1089/4599967769_99067566f7_z.jpg,524467
90,1,000000524470.jpg,http://images.cocodataset.org/train2017/000000524470.jpg,640,640,2013-11-15 01:33:49,http://farm5.staticflickr.com/4124/5198007317_7810e285e5_z.jpg,524470
91,1,000000524476.jpg,http://images.cocodataset.org/train2017/000000524476.jpg,480,640,2013-11-24 22:09:15,http://farm4.staticflickr.com/3571/3507404726_dab7693f27_z.jpg,524476
92,3,000000262334.jpg,http://images.cocodataset.org/train2017/000000262334.jpg,640,426,2013-11-17 15:47:08,http://farm4.staticflickr.com/3157/2925492435_475d42aa9f_z.jpg,262334
93,1,000000262335.jpg,http://images.cocodataset.org/train2017/000000262335.jpg,640,427,2013-11-20 12:14:27,http://farm9.staticflickr.com/8235/8416699865_fc935ee288_z.jpg,262335
94,3,000000000192.jpg,http://images.cocodataset.org/train2017/000000000192.jpg,480,640,2013-11-22 22:14:30,http://farm7.staticflickr.com/6016/5960058194_1dfae5d508_z.jpg,192
95,5,000000262336.jpg,http://images.cocodataset.org/train2017/000000262336.jpg,216,500,2013-11-22 02:30:01,http://farm3.staticflickr.com/2763/4300401984_2e9356dda7_z.jpg,262336
96,3,000000393411.jpg,http://images.cocodataset.org/train2017/000000393411.jpg,640,427,2013-11-17 08:55:47,http://farm4.staticflickr.com/3823/9137200222_7993876cb2_z.jpg,393411
97,6,000000524486.jpg,http://images.cocodataset.org/train2017/000000524486.jpg,640,426,2013-11-20 11:48:59,http://farm1.staticflickr.com/180/486504633_685da60603_z.jpg,524486
98,3,000000000201.jpg,http://images.cocodataset.org/train2017/000000000201.jpg,428,640,2013-11-20 12:16:03,http://farm9.staticflickr.com/8223/8315241912_839387faaa_z.jpg,201
99,2,000000393418.jpg,http://images.cocodataset.org/train2017/000000393418.jpg,480,640,2013-11-14 16:33:37,http://farm8.staticflickr.com/7175/6456062459_c3b402b01c_z.jpg,393418
100,4,000000196610.jpg,http://images.cocodataset.org/train2017/000000196610.jpg,640,480,2013-11-15 01:28:33,http://farm6.staticflickr.com/5194/7180047202_a5702df5f5_z.jpg,196610
101,3,000000344067.jpg,http://images.cocodataset.org/train2017/000000344067.jpg,421,640,2013-11-15 01:24:25,http://farm8.staticflickr.com/7353/9715487608_f3f5e9b4dd_z.jpg,344067
102,3,000000155652.jpg,http://images.cocodataset.org/train2017/000000155652.jpg,480,640,2013-11-14 22:52:04,http://farm3.staticflickr.com/2599/4078412191_dec712b2ec_z.jpg,155652
103,4,000000417797.jpg,http://images.cocodataset.org/train2017/000000417797.jpg,427,640,2013-11-19 22:03:18,http://farm9.staticflickr.com/8403/8669526628_e8103d7f0c_z.jpg,417797
104,6,000000294918.jpg,http://images.cocodataset.org/train2017/000000294918.jpg,450,600,2013-11-15 00:18:09,http://farm9.staticflickr.com/8195/8144964289_6d428f8fd8_z.jpg,294918
105,1,000000057353.jpg,http://images.cocodataset.org/train2017/000000057353.jpg,640,427,2013-11-19 19:25:38,http://farm4.staticflickr.com/3243/3086195351_df9435c5a0_z.jpg,57353
106,5,000000516105.jpg,http://images.cocodataset.org/train2017/000000516105.jpg,360,640,2013-11-17 00:41:45,http://farm9.staticflickr.com/8469/8133861333_dfd2b135f1_z.jpg,516105
107,7,000000253965.jpg,http://images.cocodataset.org/train2017/000000253965.jpg,431,640,2013-11-15 04:31:15,http://farm9.staticflickr.com/8153/7461379544_899ec99c52_z.jpg,253965
108,1,000000229391.jpg,http://images.cocodataset.org/train2017/000000229391.jpg,480,640,2013-11-17 13:13:02,http://farm9.staticflickr.com/8444/7753071678_e675360c5a_z.jpg,229391
109,1,000000057361.jpg,http://images.cocodataset.org/train2017/000000057361.jpg,416,640,2013-11-17 02:14:48,http://farm1.staticflickr.com/23/25691390_f9944f61b5_z.jpg,57361
110,4,000000294933.jpg,http://images.cocodataset.org/train2017/000000294933.jpg,480,640,2013-11-15 04:00:22,http://farm3.staticflickr.com/2444/3795350996_5711533f32_z.jpg,294933
111,4,000000278550.jpg,http://images.cocodataset.org/train2017/000000278550.jpg,308,311,2013-11-14 23:51:51,http://farm9.staticflickr.com/8518/8463689329_6c9f2e647b_z.jpg,278550
112,5,000000253975.jpg,http://images.cocodataset.org/train2017/000000253975.jpg,640,427,2013-11-15 03:53:22,http://farm1.staticflickr.com/62/211829230_23a5e9d3eb_z.jpg,253975
113,3,000000434200.jpg,http://images.cocodataset.org/train2017/000000434200.jpg,640,430,2013-11-15 02:41:22,http://farm1.staticflickr.com/31/41610252_09d845948f_z.jpg,434200
114,6,000000204825.jpg,http://images.cocodataset.org/train2017/000000204825.jpg,640,427,2013-11-14 23:04:54,http://farm4.staticflickr.com/3177/2420693884_37eddf813a_z.jpg,204825
115,4,000000139291.jpg,http://images.cocodataset.org/train2017/000000139291.jpg,375,500,2013-11-15 01:16:31,http://farm2.staticflickr.com/1351/1335373422_3b1ba1d5ea_z.jpg,139291
116,1,000000393243.jpg,http://images.cocodataset.org/train2017/000000393243.jpg,640,480,2013-11-20 13:20:35,http://farm3.staticflickr.com/2294/1562760533_6893778f46_z.jpg,393243
117,4,000000458781.jpg,http://images.cocodataset.org/train2017/000000458781.jpg,640,425,2013-11-21 01:50:57,http://farm5.staticflickr.com/4076/4785341088_978bd7ffb7_z.jpg,458781
118,3,000000483362.jpg,http://images.cocodataset.org/train2017/000000483362.jpg,500,333,2013-11-15 00:47:01,http://farm4.staticflickr.com/3477/3967885269_443f300640_z.jpg,483362
119,5,000000376870.jpg,http://images.cocodataset.org/train2017/000000376870.jpg,480,640,2013-11-14 23:13:20,http://farm8.staticflickr.com/7416/8850818033_50ed209e60_z.jpg,376870
120,3,000000270376.jpg,http://images.cocodataset.org/train2017/000000270376.jpg,333,500,2013-11-16 12:15:27,http://farm1.staticflickr.com/65/197959527_a591e41245_z.jpg,270376
121,2,000000237611.jpg,http://images.cocodataset.org/train2017/000000237611.jpg,394,640,2013-11-15 04:41:48,http://farm1.staticflickr.com/31/52368761_32eab05fe9_z.jpg,237611
122,3,000000024621.jpg,http://images.cocodataset.org/train2017/000000024621.jpg,640,486,2013-11-20 10:19:34,http://farm4.staticflickr.com/3158/2957601292_cef6851cde_z.jpg,24621
123,1,000000483377.jpg,http://images.cocodataset.org/train2017/000000483377.jpg,480,640,2013-11-17 21:02:00,http://farm7.staticflickr.com/6056/6879384444_563a23f8d7_z.jpg,483377
124,3,000000385078.jpg,http://images.cocodataset.org/train2017/000000385078.jpg,313,500,2013-11-20 12:21:11,http://farm4.staticflickr.com/3143/2629910674_40ec50144d_z.jpg,385078
125,3,000000467000.jpg,http://images.cocodataset.org/train2017/000000467000.jpg,427,640,2013-11-15 00:46:29,http://farm5.staticflickr.com/4112/5013791871_bae91f0058_z.jpg,467000
126,2,000000516158.jpg,http://images.cocodataset.org/train2017/000000516158.jpg,426,640,2013-11-15 03:33:47,http://farm3.staticflickr.com/2809/9219985366_05120563d9_z.jpg,516158
127,1,000000065604.jpg,http://images.cocodataset.org/train2017/000000065604.jpg,480,640,2013-11-15 00:24:34,http://farm9.staticflickr.com/8445/7760937382_2413dda6ec_z.jpg,65604
128,1,000000196676.jpg,http://images.cocodataset.org/train2017/000000196676.jpg,640,639,2013-11-17 17:11:28,http://farm3.staticflickr.com/2546/4097924922_1d7ca2b1c1_z.jpg,196676
129,2,000000270407.jpg,http://images.cocodataset.org/train2017/000000270407.jpg,375,500,2013-11-24 09:05:52,http://farm3.staticflickr.com/2272/2223412976_431c4e0962_z.jpg,270407
130,6,000000573513.jpg,http://images.cocodataset.org/train2017/000000573513.jpg,453,640,2013-11-16 20:39:48,http://farm4.staticflickr.com/3693/9418045205_57fe0a9b7f_z.jpg,573513
131,2,000000000074.jpg,http://images.cocodataset.org/train2017/000000000074.jpg,426,640,2013-11-15 03:08:44,http://farm5.staticflickr.com/4087/5078192399_aaefdb5074_z.jpg,74
132,4,000000262228.jpg,http://images.cocodataset.org/train2017/000000262228.jpg,640,480,2013-11-14 23:05:40,http://farm5.staticflickr.com/4042/4353408737_ddd7a3995b_z.jpg,262228
133,1,000000016470.jpg,http://images.cocodataset.org/train2017/000000016470.jpg,480,640,2013-11-15 02:33:04,http://farm4.staticflickr.com/3568/3784033247_7f30f9904d_z.jpg,16470
134,1,000000204887.jpg,http://images.cocodataset.org/train2017/000000204887.jpg,480,640,2013-11-15 04:35:46,http://farm6.staticflickr.com/5324/7175899242_bd96099918_z.jpg,204887
135,1,000000204889.jpg,http://images.cocodataset.org/train2017/000000204889.jpg,426,640,2013-11-16 16:08:32,http://farm2.staticflickr.com/1203/5124317830_0de91d62d6_z.jpg,204889
136,1,000000237658.jpg,http://images.cocodataset.org/train2017/000000237658.jpg,640,427,2013-11-20 11:23:54,http://farm4.staticflickr.com/3159/2912451823_ecbe0fde13_z.jpg,237658
137,3,000000303210.jpg,http://images.cocodataset.org/train2017/000000303210.jpg,427,640,2013-11-20 06:11:56,http://farm5.staticflickr.com/4064/4430788441_87761ff5fa_z.jpg,303210
138,1,000000155754.jpg,http://images.cocodataset.org/train2017/000000155754.jpg,480,640,2013-11-17 15:47:46,http://farm8.staticflickr.com/7066/6894182081_fd7048aca9_z.jpg,155754
139,3,000000090218.jpg,http://images.cocodataset.org/train2017/000000090218.jpg,640,427,2013-11-15 04:04:59,http://farm3.staticflickr.com/2304/1507956372_deb1009aa3_z.jpg,90218
140,5,000000573549.jpg,http://images.cocodataset.org/train2017/000000573549.jpg,640,480,2013-11-17 03:49:20,http://farm9.staticflickr.com/8171/8049511212_dbf0e434d3_z.jpg,573549
141,4,000000254060.jpg,http://images.cocodataset.org/train2017/000000254060.jpg,480,640,2013-11-15 12:45:21,http://farm4.staticflickr.com/3121/3134326308_69430823db_z.jpg,254060
142,1,000000499829.jpg,http://images.cocodataset.org/train2017/000000499829.jpg,424,640,2013-11-24 21:04:07,http://farm5.staticflickr.com/4102/4829272670_451cc95fe5_z.jpg,499829
143,1,000000041079.jpg,http://images.cocodataset.org/train2017/000000041079.jpg,326,640,2013-11-22 20:00:49,http://farm1.staticflickr.com/58/205106101_db67ee07fc_z.jpg,41079
144,3,000000147576.jpg,http://images.cocodataset.org/train2017/000000147576.jpg,480,640,2013-11-15 12:07:52,http://farm3.staticflickr.com/2420/2535298294_d182726aa1_z.jpg,147576
145,1,000000385145.jpg,http://images.cocodataset.org/train2017/000000385145.jpg,480,640,2013-11-15 18:31:03,http://farm9.staticflickr.com/8462/8040462231_22e4e3985e_z.jpg,385145
146,2,000000409725.jpg,http://images.cocodataset.org/train2017/000000409725.jpg,480,640,2013-11-22 17:23:21,http://farm4.staticflickr.com/3326/3518730387_b10bd76ee2_z.jpg,409725
147,1,000000565374.jpg,http://images.cocodataset.org/train2017/000000565374.jpg,360,640,2013-11-14 22:57:51,http://farm7.staticflickr.com/6016/5980866105_46169310c8_z.jpg,565374
148,3,000000041085.jpg,http://images.cocodataset.org/train2017/000000041085.jpg,640,480,2013-11-18 21:07:59,http://farm1.staticflickr.com/89/229526058_1e9595cd17_z.jpg,41085
